Classe,Luminosité
clou_girofle,244.08399164551608
clou_girofle,115.2469253540039
clou_girofle,244.37758301607445
clou_girofle,123.47427749633789
clou_girofle,243.75434248096445
clou_girofle,245.76253569162438
clou_girofle,190.13882064819336
clou_girofle,244.14552400592217
clou_girofle,239.50909739847717
clou_girofle,112.15789413452148
clou_girofle,155.08098220825195
clou_girofle,249.13615561548224
clou_girofle,125.15475845336914
clou_girofle,247.73531487944163
clou_girofle,239.70993813451776
clou_girofle,246.95998572335026
clou_girofle,245.41838408333334
clou_girofle,245.87342163705583
clou_girofle,109.30363464355469
clou_girofle,152.0952911376953
clou_girofle,234.63537133333332
clou_girofle,252.08155139593907
clou_girofle,130.67709350585938
clou_girofle,219.21481283333333
clou_girofle,99.79789352416992
clou_girofle,154.0657081604004
clou_girofle,242.9227227303523
clou_girofle,105.80547714233398
clou_girofle,247.2926705
clou_girofle,137.89484024047852
clou_girofle,113.36060333251953
clou_girofle,246.96184300972928
clou_girofle,129.56599807739258
clou_girofle,248.9332236146362
clou_girofle,243.95726775
clou_girofle,245.03727308333333
clou_girofle,182.3997039794922
clou_girofle,245.8001269035533
clou_girofle,239.86908790650406
clou_girofle,247.53232603637903
clou_girofle,236.72696568316414
clou_girofle,151.31935501098633
clou_girofle,139.4001922607422
clou_girofle,245.45029466666668
clou_girofle,223.97996083333334
clou_girofle,245.35594199450085
clou_girofle,245.2434776861252
clou_girofle,243.84970917935703
clou_girofle,145.6466941833496
clou_girofle,244.33750733333332
clou_girofle,246.47988975253807
clou_girofle,248.40669284052453
clou_girofle,144.05054473876953
clou_girofle,237.39960041666666
clou_girofle,148.6037368774414
clou_girofle,247.1499497673435
clou_girofle,146.25233459472656
clou_girofle,103.43387603759766
clou_girofle,244.13214346205962
clou_girofle,243.237990429357
cubebe,138.67156982421875
cubebe,139.82054307725696
cubebe,140.06570773654514
cubebe,145.98768446180554
cubebe,152.63562689887152
cubebe,150.0731675889757
cubebe,133.66914876302084
cubebe,143.52381727430554
cubebe,147.33479817708334
cubebe,140.99058702256946
cubebe,143.5948282877604
cubebe,130.0941636827257
cubebe,133.34872775607639
cubebe,143.86007351345486
cubebe,143.58932834201389
cubebe,143.6733601888021
cubebe,132.75843641493054
cubebe,144.69058566623264
cubebe,137.43625217013889
cubebe,145.42108832465277
cubebe,141.3418172200521
cubebe,132.6010945638021
cubebe,130.31895616319446
cubebe,140.53377956814236
cubebe,137.30482313368054
cubebe,110.85858832465277
cubebe,147.23752170138889
cubebe,145.2104695638021
cubebe,143.22030978732639
cubebe,142.4954087999132
cubebe,140.14566379123264
cubebe,137.1044447157118
cubebe,134.37630208333334
cubebe,138.78713650173611
cubebe,136.82166205512152
cubebe,133.49837239583334
cubebe,126.30575900607639
cubebe,138.37865532769098
cubebe,143.02906629774304
cubebe,125.80982801649306
cubebe,123.57891167534723
cubebe,138.05556911892361
cubebe,141.78595648871527
cubebe,151.87071397569446
cubebe,142.3629353841146
cubebe,139.99523247612848
cubebe,127.49344889322917
cubebe,118.26905653211806
cubebe,128.12992350260416
cubebe,125.04197862413194
cubebe,91.11344401041667
cubebe,123.46806504991319
cubebe,124.91815863715277
cubebe,122.98995632595486
cubebe,146.24751790364584
cubebe,167.54024251302084
cubebe,145.99854193793402
cubebe,152.63971625434027
cubebe,140.89858669704861
cubebe,149.40250651041666
cubebe,159.9945543077257
cubebe,133.35076226128473
cubebe,142.85481770833334
cubebe,143.22977701822916
cubebe,175.02147759331598
cubebe,154.0303751627604
cubebe,156.52035183376736
cubebe,149.8959486219618
cubebe,129.41630045572916
cubebe,130.1000773111979
cubebe,133.0789320203993
cubebe,159.61593967013889
cubebe,146.5811021592882
cubebe,153.57450358072916
cubebe,146.22134060329861
cubebe,143.58454047309027
cubebe,143.58454047309027
cubebe,161.84788682725696
cubebe,161.47789171006946
cubebe,151.42723931206598
cubebe,151.40542941623264
cubebe,143.2401597764757
cubebe,143.05893283420139
cubebe,105.84157307942708
cubebe,173.23958333333334
cubebe,115.41109212239583
cubebe,130.9994371202257
cubebe,164.57672797309027
cubebe,112.65774197048611
cubebe,105.67975531684027
cubebe,132.55475531684027
cubebe,145.2208048502604
cubebe,153.5016615125868
cubebe,153.47007921006946
cubebe,155.91356065538196
cubebe,147.37305365668402
cubebe,164.27715386284723
cubebe,110.47926161024306
cubebe,110.47926161024306
cubebe,146.92838541666666
cubebe,144.53266059027777
cubebe,144.75558810763889
cubebe,143.2263387044271
cubebe,148.4381578233507
cubebe,142.50250244140625
cubebe,139.74364556206598
cubebe,140.1534627278646
cubebe,136.93104383680554
cubebe,109.27820502387152
cubebe,133.9043986002604
cubebe,138.4973619249132
cubebe,138.4973619249132
cubebe,163.7648722330729
cubebe,136.23712836371527
cubebe,169.2387491861979
cubebe,133.15953233506946
cubebe,126.31136745876736
cubebe,125.86485460069444
cubebe,138.22233072916666
cubebe,153.41661241319446
cubebe,123.58506944444444
cubebe,123.21514214409723
cubebe,145.47374131944446
cubebe,141.3508504231771
cubebe,149.0286661783854
cubebe,151.16656494140625
cubebe,129.9348619249132
cubebe,103.61926947699652
cubebe,149.210693359375
cubebe,168.46215142144098
cubebe,141.6805216471354
cubebe,139.5001017252604
cubebe,139.5001017252604
cubebe,127.04341634114583
cubebe,101.64872911241319
cubebe,127.72526041666667
cubebe,102.14876980251736
cubebe,117.79199896918402
cubebe,127.68498399522569
cubebe,125.02058241102431
cumin,129.96651458740234
cumin,106.06130599975586
cumin,121.95029067993164
cumin,110.22743606567383
cumin,114.2614860534668
cumin,112.85894393920898
cumin,150.55955505371094
cumin,135.24423217773438
cumin,122.18206405639648
cumin,125.37591171264648
cumin,149.41015625
cumin,126.21044921875
cumin,127.46912384033203
cumin,158.25931930541992
cumin,147.8589744567871
cumin,142.85614395141602
cumin,114.65169525146484
cumin,97.50456619262695
cumin,146.31792449951172
cumin,95.52762603759766
cumin,108.06937789916992
cumin,114.93384552001953
cumin,152.4073600769043
cumin,158.81039810180664
cumin,152.89210891723633
cumin,113.56640243530273
cumin,188.406982421875
cumin,151.43825912475586
cumin,134.23029327392578
cumin,92.61116409301758
cumin,125.63434982299805
cumin,158.4844856262207
cumin,106.95570755004883
cumin,152.55900192260742
cumin,117.5538101196289
cumin,117.11893463134766
cumin,140.5062141418457
cumin,136.6350326538086
cumin,147.4389533996582
cumin,146.23283767700195
cumin,145.08234024047852
cumin,95.53158187866211
cumin,139.61233520507812
cumin,145.4888458251953
cumin,105.50784683227539
cumin,114.3460807800293
cumin,113.40092468261719
cumin,111.90581893920898
cumin,92.50955963134766
cumin,130.9469757080078
cumin,168.74496459960938
cumin,118.6926155090332
cumin,147.33417129516602
cumin,107.1838607788086
cumin,118.0971565246582
cumin,105.11978912353516
cumin,136.34332275390625
cumin,142.77845764160156
cumin,112.87680053710938
cumin,114.0469970703125
cumin,101.65900039672852
cumin,101.705810546875
cumin,119.94165420532227
cumin,116.34977722167969
cumin,148.1225357055664
cumin,133.69634628295898
cumin,171.00615692138672
cumin,92.1588134765625
cumin,106.1967887878418
cumin,149.83813858032227
cumin,110.84920120239258
cumin,138.57215118408203
cumin,116.25692749023438
cumin,121.64233016967773
cumin,143.41035842895508
cumin,128.27827072143555
cumin,119.43989181518555
cumin,98.7386703491211
cumin,111.35585021972656
cumin,94.46469497680664
cumin,154.69953155517578
cumin,101.34947204589844
cumin,111.98861312866211
cumin,152.89239883422852
cumin,113.16487884521484
cumin,155.39648818969727
cumin,117.83342361450195
cumin,129.82328033447266
cumin,90.81245803833008
cumin,142.29713821411133
cumin,99.62335586547852
cumin,105.09186935424805
cumin,113.74776077270508
cumin,104.36549377441406
cumin,110.61083221435547
cumin,165.4627685546875
cumin,150.3379898071289
cumin,147.3195571899414
cumin,161.76481246948242
cumin,117.0302619934082
cumin,162.9548683166504
cumin,157.85749053955078
cumin,136.26805877685547
cumin,101.71322631835938
cumin,144.44236373901367
cumin,109.15739822387695
cumin,149.62792587280273
cumin,106.43498992919922
cumin,164.36299514770508
cumin,96.8467788696289
cumin,86.58919906616211
cumin,144.19164657592773
cumin,112.45570755004883
cumin,97.3894271850586
cumin,83.35810089111328
cumin,137.88734817504883
cumin,130.2379913330078
cumin,134.58138275146484
cumin,127.73685073852539
cumin,157.97755432128906
cumin,139.53367233276367
cumin,153.26172637939453
cumin,133.59388732910156
cumin,138.34449768066406
cumin,112.66122817993164
cumin,151.11865997314453
cumin,166.21282577514648
cumin,107.69147109985352
cumin,117.69688415527344
cumin,152.10704040527344
cumin,75.47017669677734
cumin,140.86283493041992
cumin,90.20943450927734
cumin,149.69782638549805
cumin,96.76774978637695
cumin,138.23207092285156
cumin,163.87990188598633
cumin,155.97085571289062
cumin,135.49671173095703
cumin,155.2131690979004
curcuma,114.87921820746527
curcuma,148.00250244140625
curcuma,142.0632527669271
curcuma,51.648220486111114
curcuma,72.09943983289931
curcuma,59.9498291015625
curcuma,111.37547471788194
curcuma,145.31369357638889
curcuma,133.30674913194446
curcuma,122.18923611111111
curcuma,137.60753716362848
curcuma,145.05539279513889
curcuma,112.71280924479167
curcuma,50.04539659288194
curcuma,116.15077209472656
curcuma,145.05431747436523
curcuma,114.16567611694336
curcuma,123.48259353637695
curcuma,95.46685791015625
curcuma,124.60689926147461
curcuma,104.75551223754883
curcuma,141.54691314697266
curcuma,138.28872299194336
curcuma,121.1954116821289
curcuma,103.88418197631836
curcuma,118.57768249511719
curcuma,124.25447463989258
curcuma,115.94148254394531
curcuma,101.52120590209961
curcuma,78.46983337402344
curcuma,152.2257308959961
curcuma,116.01441955566406
curcuma,112.40509414672852
curcuma,104.37086868286133
curcuma,90.7751693725586
curcuma,100.05937957763672
curcuma,147.57672882080078
curcuma,110.53424453735352
curcuma,79.52584838867188
curcuma,124.23126983642578
curcuma,109.33576583862305
curcuma,103.77915573120117
curcuma,114.49576187133789
curcuma,108.4201889038086
curcuma,135.9233169555664
curcuma,115.33452224731445
curcuma,109.06621932983398
curcuma,108.24857330322266
curcuma,111.48488998413086
curcuma,117.31825256347656
curcuma,127.0112075805664
curcuma,142.26734161376953
curcuma,97.85927963256836
curcuma,141.69065475463867
curcuma,111.6053352355957
curcuma,148.13090896606445
curcuma,105.91192626953125
curcuma,81.62059783935547
curcuma,106.66979217529297
curcuma,97.81379699707031
curcuma,104.25702667236328
curcuma,138.06745529174805
curcuma,122.624267578125
curcuma,125.42110824584961
curcuma,92.41445541381836
curcuma,134.41650772094727
curcuma,145.3381118774414
curcuma,114.95211029052734
curcuma,150.71902084350586
curcuma,105.01468658447266
curcuma,112.96553421020508
curcuma,104.58652877807617
curcuma,118.55028533935547
curcuma,127.68577194213867
curcuma,106.01045608520508
curcuma,111.84136199951172
curcuma,143.16345596313477
curcuma,110.34140396118164
curcuma,107.78828048706055
curcuma,114.2111587524414
curcuma,151.62105560302734
curcuma,166.0484848022461
curcuma,106.4261474609375
curcuma,120.62676239013672
curcuma,145.25384902954102
curcuma,96.29529190063477
curcuma,140.85941314697266
curcuma,129.71361923217773
curcuma,94.97134017944336
curcuma,137.39717864990234
curcuma,150.52118682861328
curcuma,106.03213500976562
curcuma,141.56668090820312
curcuma,94.27118301391602
curcuma,150.7497329711914
curcuma,104.7226333618164
curcuma,129.05242538452148
curcuma,95.48122787475586
curcuma,108.65035247802734
curcuma,110.19476699829102
curcuma,113.03432846069336
curcuma,97.93537521362305
curcuma,111.4157600402832
curcuma,120.45660781860352
curcuma,104.17776870727539
curcuma,50.6893310546875
curcuma,127.82251739501953
curcuma,108.20691299438477
curcuma,123.61022186279297
curcuma,111.08569717407227
curcuma,111.7441291809082
curcuma,105.22096633911133
curcuma,86.49037551879883
curcuma,110.07369995117188
curcuma,149.18212890625
curcuma,84.63391494750977
curcuma,128.57378005981445
curcuma,105.000732421875
curcuma,142.06951904296875
curcuma,140.6877098083496
curcuma,131.55749893188477
curcuma,115.84273910522461
curcuma,149.6804656982422
curcuma,131.06622695922852
curcuma,123.83511734008789
curcuma,141.94768142700195
curcuma,134.86396026611328
curcuma,164.90847396850586
curcuma,93.65898895263672
curcuma,85.11950302124023
curcuma,102.56423568725586
curcuma,102.48783874511719
curcuma,151.40402221679688
curcuma,111.07546997070312
curcuma,132.79680633544922
curcuma,145.77066040039062
curcuma,123.16067123413086
curcuma,106.63422393798828
curcuma,120.73148345947266
curcuma,108.97787857055664
gingembre,140.36703872680664
gingembre,113.86983108520508
gingembre,138.1638641357422
gingembre,94.92782592773438
gingembre,141.02135467529297
gingembre,142.73766326904297
gingembre,131.83257293701172
gingembre,138.1936912536621
gingembre,91.71748352050781
gingembre,83.5946159362793
gingembre,123.37995147705078
gingembre,121.41384887695312
gingembre,122.23230743408203
gingembre,123.23963165283203
gingembre,108.07136917114258
gingembre,124.45787811279297
gingembre,149.08209609985352
gingembre,131.15424728393555
gingembre,139.23735427856445
gingembre,154.73423767089844
gingembre,102.2187614440918
gingembre,163.06836318969727
gingembre,175.93345260620117
gingembre,123.28492736816406
gingembre,158.73290634155273
gingembre,123.57619857788086
gingembre,133.1703872680664
gingembre,117.1872329711914
gingembre,120.4018440246582
gingembre,115.50397491455078
gingembre,139.4812889099121
gingembre,110.6360969543457
gingembre,151.0440444946289
gingembre,144.6503448486328
gingembre,109.11637878417969
gingembre,123.99779510498047
gingembre,131.86708450317383
gingembre,145.63856506347656
gingembre,133.05377197265625
gingembre,95.7056770324707
gingembre,98.87311172485352
gingembre,149.64343643188477
gingembre,113.99768829345703
gingembre,191.35856246948242
gingembre,141.40911102294922
gingembre,172.48004913330078
gingembre,63.6142692565918
gingembre,133.23870086669922
gingembre,97.74378967285156
gingembre,166.43707656860352
gingembre,85.75198745727539
gingembre,156.8343505859375
gingembre,141.64937210083008
gingembre,149.6786880493164
gingembre,155.8725700378418
gingembre,97.80733489990234
gingembre,120.11353302001953
gingembre,137.06743621826172
gingembre,126.02555465698242
gingembre,150.76042938232422
gingembre,110.53943252563477
gingembre,150.75293350219727
gingembre,154.29059219360352
gingembre,112.12129974365234
gingembre,141.42096710205078
gingembre,143.20730209350586
gingembre,177.9488754272461
gingembre,156.00738906860352
gingembre,142.81180572509766
gingembre,89.9349479675293
gingembre,110.47426986694336
gingembre,110.51572799682617
gingembre,118.88739013671875
gingembre,121.9722900390625
gingembre,95.66388320922852
gingembre,122.46420288085938
gingembre,131.4966278076172
gingembre,164.28912353515625
gingembre,146.79196548461914
gingembre,172.08493423461914
gingembre,104.17000961303711
gingembre,139.6544303894043
gingembre,105.18503189086914
gingembre,113.21393966674805
gingembre,114.3477668762207
gingembre,115.8330307006836
gingembre,92.06451034545898
gingembre,109.62527847290039
gingembre,92.57243728637695
gingembre,119.02055740356445
gingembre,90.04136276245117
gingembre,63.598915100097656
gingembre,121.95196151733398
gingembre,131.4165382385254
gingembre,77.58360290527344
gingembre,110.00931167602539
gingembre,126.75568008422852
gingembre,121.73374938964844
gingembre,132.4922981262207
gingembre,98.13901138305664
gingembre,117.8043098449707
gingembre,132.2545928955078
gingembre,115.8200454711914
gingembre,114.35358047485352
gingembre,143.51626586914062
gingembre,130.27410888671875
gingembre,119.05672073364258
gingembre,134.27774810791016
gingembre,121.08663940429688
gingembre,163.1330337524414
gingembre,87.84475326538086
gingembre,87.80067443847656
gingembre,117.77326583862305
gingembre,130.00078582763672
gingembre,210.3886604309082
gingembre,84.70217895507812
gingembre,153.57660293579102
gingembre,135.78734588623047
gingembre,145.63856506347656
